Learner,Country,Gender,YOB,Level of Education
Learner 4547,South Korea,Male,1985,Incomplete Secondary
Learner 4559,Saudi Arabia,Female,1985,The average
Learner 4560,Italy,Male,1985,Incomplete Higher Education
Learner 4571,Germany,Female,1985,Incomplete Secondary
Learner 4579,Germany,Female,1985,Incomplete Higher Education
Learner 4583,South Korea,Male,1985,Incomplete Higher Education
Learner 4589,Italy,Male,1985,Incomplete Secondary
Learner 4602,Saudi Arabia,Female,1985,The average
Learner 4603,Germany,Male,1985,The average
Learner 4609,Saudi Arabia,Male,1985,Incomplete Secondary
Learner 4614,France,Male,1985,The average
Learner 4616,Spain,Female,1985,Incomplete Secondary
Learner 4625,Germany,Male,1985,Incomplete Higher Education
Learner 4629,Saudi Arabia,Female,1985,Incomplete Secondary
Learner 4642,Spain,Male,1985,Incomplete Higher Education
Learner 4662,Saudi Arabia,Female,1985,The average
Learner 4682,France,Female,1985,The average
Learner 4693,France,Female,1985,Incomplete Higher Education
Learner 4705,France,Male,1985,Incomplete Higher Education
Learner 4707,France,Male,1985,Incomplete Higher Education
Learner 4709,France,Female,1985,Incomplete Higher Education
Learner 4721,Saudi Arabia,Male,1985,Incomplete Higher Education
Learner 4730,France,Male,1985,Incomplete Secondary
Learner 4731,France,Female,1985,The average
Learner 4732,France,Male,1985,Incomplete Higher Education
Learner 4742,South Korea,Male,1985,Incomplete Secondary
Learner 4758,Italy,Male,1985,Incomplete Secondary
Learner 4770,France,Male,1985,The average
Learner 4782,Italy,Female,1985,Incomplete Secondary
Learner 4797,Italy,Male,1985,Incomplete Higher Education
Learner 4799,South Korea,Male,1985,Incomplete Secondary
Learner 4805,Germany,Female,1985,Incomplete Secondary
Learner 4809,Italy,Female,1985,Incomplete Secondary
Learner 4818,Italy,Female,1985,The average
Learner 4821,Spain,Female,1985,The average
Learner 4833,France,Female,1985,The average
Learner 4839,Saudi Arabia,Male,1985,Incomplete Secondary
Learner 4867,France,Female,1985,Incomplete Higher Education
Learner 4868,Italy,Female,1985,Incomplete Higher Education
Learner 4880,South Korea,Female,1985,The average
Learner 4882,South Korea,Male,1985,Incomplete Higher Education
Learner 4884,Italy,Female,1985,The average
Learner 4888,South Korea,Female,1985,Incomplete Higher Education
Learner 4908,France,Male,1985,Incomplete Secondary
Learner 4912,Saudi Arabia,Female,1985,Incomplete Higher Education
Learner 4918,Italy,Male,1985,Incomplete Higher Education
Learner 4921,France,Female,1985,Incomplete Higher Education
Learner 4923,Spain,Male,1985,The average
Learner 4937,Saudi Arabia,Female,1985,Incomplete Secondary
Learner 4948,Germany,Male,1985,The average
Learner 4950,South Korea,Male,1985,Incomplete Higher Education
Learner 4959,Germany,Female,1985,Incomplete Higher Education
Learner 4961,Italy,Female,1985,The average
Learner 5,Australia,Female,1986,Incomplete Secondary
Learner 31,United Kingdom,Male,1986,Incomplete Higher Education
Learner 34,Canada,Female,1986,Incomplete Secondary
Learner 39,United States,Female,1986,Incomplete Secondary
Learner 74,Australia,Male,1986,Incomplete Secondary
Learner 82,Canada,Female,1986,The average
Learner 84,Australia,Female,1986,Incomplete Secondary
Learner 94,United States,Female,1986,Incomplete Secondary
Learner 102,Australia,Female,1986,The average
Learner 113,United Kingdom,Female,1986,Incomplete Higher Education
Learner 115,Canada,Male,1986,Incomplete Secondary
Learner 119,Canada,Female,1986,The average
Learner 124,Australia,Male,1986,Incomplete Higher Education
Learner 130,Canada,Male,1986,Incomplete Secondary
Learner 140,Australia,Female,1986,The average
Learner 147,Canada,Male,1986,Incomplete Secondary
Learner 151,United Kingdom,Female,1986,Incomplete Secondary
Learner 164,United States,Female,1986,Incomplete Higher Education
Learner 175,Canada,Male,1986,Incomplete Secondary
Learner 186,United Kingdom,Male,1986,Incomplete Secondary
Learner 188,United States,Female,1986,Incomplete Higher Education
Learner 190,United States,Female,1986,Incomplete Higher Education
Learner 191,United States,Female,1986,Incomplete Secondary
Learner 192,United States,Female,1986,Incomplete Higher Education
Learner 198,United States,Female,1986,Incomplete Higher Education
Learner 203,United States,Female,1986,Incomplete Higher Education
Learner 209,United States,Male,1986,Incomplete Secondary
Learner 215,United States,Female,1986,The average
Learner 216,Australia,Male,1986,The average
Learner 218,United States,Female,1986,Incomplete Secondary
Learner 226,Australia,Female,1986,Incomplete Higher Education
Learner 234,United States,Female,1986,Incomplete Higher Education
Learner 253,Canada,Female,1986,Incomplete Secondary
Learner 254,United Kingdom,Male,1986,Incomplete Higher Education
Learner 258,United States,Male,1986,Incomplete Secondary
Learner 274,Australia,Male,1986,Incomplete Higher Education
Learner 275,Australia,Male,1986,The average
Learner 288,Australia,Male,1986,Incomplete Higher Education
Learner 291,Australia,Female,1986,Incomplete Higher Education
Learner 294,Australia,Male,1986,Incomplete Higher Education
Learner 317,Canada,Female,1986,The average
Learner 326,United States,Male,1986,The average
Learner 337,Canada,Male,1986,The average
Learner 339,United States,Female,1986,Incomplete Higher Education
Learner 345,Canada,Female,1986,The average
Learner 347,United States,Male,1986,Incomplete Secondary
Learner 364,United Kingdom,Female,1986,Incomplete Higher Education
Learner 378,United Kingdom,Male,1986,Incomplete Secondary
Learner 391,Canada,Male,1986,Incomplete Secondary
Learner 397,United Kingdom,Female,1986,Incomplete Secondary
Learner 398,Australia,Male,1986,Incomplete Secondary
Learner 404,Australia,Female,1986,Incomplete Secondary
Learner 411,Canada,Male,1986,Incomplete Secondary
Learner 412,United Kingdom,Male,1986,Incomplete Higher Education
Learner 414,Canada,Female,1986,The average
Learner 418,Canada,Male,1986,Incomplete Secondary
Learner 422,United States,Female,1986,Incomplete Secondary
Learner 423,Australia,Female,1986,Incomplete Secondary
Learner 425,Canada,Male,1986,Incomplete Higher Education
Learner 440,Australia,Male,1986,Incomplete Secondary
Learner 443,United States,Female,1986,The average
Learner 446,United Kingdom,Female,1986,Incomplete Secondary
Learner 456,United States,Female,1986,The average
Learner 468,United Kingdom,Female,1986,Incomplete Secondary
Learner 480,United Kingdom,Male,1986,Incomplete Secondary
Learner 482,Canada,Female,1986,Incomplete Higher Education
Learner 486,Australia,Female,1986,The average
Learner 489,United Kingdom,Female,1986,The average
Learner 494,United Kingdom,Female,1986,Incomplete Secondary
Learner 496,United States,Female,1986,Incomplete Secondary
Learner 502,United Kingdom,Male,1986,The average
Learner 527,United States,Male,1986,Incomplete Secondary
Learner 529,United Kingdom,Female,1986,Incomplete Secondary
Learner 534,Canada,Male,1986,The average
Learner 539,United States,Male,1986,Incomplete Secondary
Learner 540,Australia,Female,1986,Incomplete Higher Education
Learner 554,Australia,Female,1986,Incomplete Higher Education
Learner 557,United Kingdom,Male,1986,Incomplete Higher Education
Learner 561,United Kingdom,Female,1986,Incomplete Higher Education
Learner 570,Australia,Male,1986,Incomplete Higher Education
Learner 579,Australia,Female,1986,Incomplete Higher Education
Learner 588,Canada,Female,1986,Incomplete Higher Education
Learner 589,United States,Male,1986,Incomplete Higher Education
Learner 601,Australia,Male,1986,The average
Learner 607,Canada,Male,1986,The average
Learner 609,Canada,Female,1986,Incomplete Secondary
Learner 614,United Kingdom,Female,1986,The average
Learner 635,United Kingdom,Female,1986,Incomplete Higher Education
Learner 643,Canada,Female,1986,Incomplete Higher Education
Learner 647,Australia,Male,1986,Incomplete Higher Education
Learner 650,Australia,Female,1986,Incomplete Higher Education
Learner 651,Australia,Female,1986,Incomplete Secondary
Learner 655,United States,Female,1986,Incomplete Higher Education
Learner 680,United States,Female,1986,Incomplete Secondary
Learner 693,Australia,Male,1986,Incomplete Secondary
Learner 697,United Kingdom,Female,1986,Incomplete Higher Education
Learner 701,Australia,Male,1986,Incomplete Secondary
Learner 704,Canada,Male,1986,Incomplete Higher Education
Learner 705,United Kingdom,Female,1986,Incomplete Secondary
Learner 714,United Kingdom,Female,1986,Incomplete Higher Education
Learner 719,Australia,Male,1986,Incomplete Higher Education
Learner 721,United Kingdom,Male,1986,Incomplete Secondary
Learner 746,United States,Male,1986,Incomplete Secondary
Learner 762,United Kingdom,Female,1986,Incomplete Higher Education
Learner 777,United States,Female,1986,The average
Learner 786,United States,Male,1986,Incomplete Higher Education
Learner 797,Australia,Female,1986,Incomplete Higher Education
Learner 807,Australia,Male,1986,Incomplete Higher Education
Learner 811,United States,Female,1986,The average
Learner 814,United Kingdom,Female,1986,Incomplete Secondary
Learner 815,Australia,Male,1986,Incomplete Secondary
Learner 818,Australia,Male,1986,Incomplete Higher Education
Learner 823,Australia,Female,1986,The average
Learner 824,Australia,Male,1986,Incomplete Higher Education
Learner 826,Canada,Male,1986,The average
Learner 830,Australia,Female,1986,Incomplete Secondary
Learner 831,Australia,Female,1986,Incomplete Higher Education
Learner 839,Australia,Female,1986,Incomplete Secondary
Learner 845,United States,Female,1986,Incomplete Secondary
Learner 850,United States,Female,1986,Incomplete Secondary
Learner 865,United States,Female,1986,The average
Learner 869,United States,Female,1986,Incomplete Secondary
Learner 870,United States,Male,1986,Incomplete Higher Education
Learner 898,United Kingdom,Female,1986,Incomplete Higher Education
Learner 911,United Kingdom,Female,1986,Incomplete Higher Education
Learner 918,United Kingdom,Female,1986,Incomplete Secondary
Learner 922,Australia,Male,1986,Incomplete Higher Education
Learner 927,Australia,Female,1986,The average
Learner 930,United States,Male,1986,Incomplete Secondary
Learner 941,Australia,Male,1986,Incomplete Higher Education
Learner 958,Canada,Male,1986,The average
Learner 959,Canada,Female,1986,The average
Learner 962,Canada,Female,1986,Incomplete Higher Education
Learner 965,Australia,Female,1986,Incomplete Higher Education
Learner 979,Australia,Female,1986,The average
Learner 983,United Kingdom,Male,1986,Incomplete Secondary
Learner 985,Australia,Male,1986,Incomplete Higher Education
Learner 995,Canada,Male,1986,The average
Learner 1006,Canada,Female,1986,The average
Learner 1009,United States,Male,1986,Incomplete Higher Education
Learner 1031,United States,Female,1986,Incomplete Higher Education
Learner 1032,United States,Female,1986,Incomplete Secondary
Learner 1071,United States,Male,1986,The average
Learner 1078,United Kingdom,Female,1986,The average
Learner 1085,Australia,Female,1986,Incomplete Higher Education
Learner 1091,United Kingdom,Female,1986,Incomplete Higher Education
Learner 1092,Canada,Male,1986,Incomplete Higher Education
Learner 1098,Canada,Female,1986,Incomplete Higher Education
Learner 1127,United Kingdom,Female,1986,Incomplete Higher Education
Learner 1129,United States,Female,1986,Incomplete Secondary
Learner 1141,Canada,Male,1986,Incomplete Secondary
Learner 1151,United States,Male,1986,Incomplete Higher Education
Learner 1152,United States,Female,1986,Incomplete Higher Education
Learner 1155,Canada,Female,1986,Incomplete Secondary
Learner 1161,Canada,Female,1986,The average
Learner 1163,United Kingdom,Female,1986,Incomplete Secondary
Learner 1166,Australia,Male,1986,Incomplete Secondary
Learner 1177,Australia,Female,1986,Incomplete Secondary
Learner 1180,United States,Male,1986,The average
Learner 1181,United States,Female,1986,Incomplete Secondary
Learner 1190,Canada,Male,1986,Incomplete Higher Education
Learner 1192,United States,Male,1986,Incomplete Higher Education
Learner 1206,Canada,Male,1986,Incomplete Higher Education
Learner 1213,United Kingdom,Female,1986,Incomplete Higher Education
Learner 1236,Australia,Male,1986,Incomplete Higher Education
Learner 1254,United States,Male,1986,Incomplete Higher Education
Learner 1259,Australia,Male,1986,Incomplete Secondary
Learner 1264,Australia,Female,1986,The average
Learner 1266,Australia,Male,1986,Incomplete Secondary
Learner 1268,United Kingdom,Female,1986,Incomplete Secondary
Learner 1279,Canada,Female,1986,Incomplete Secondary
Learner 1294,Canada,Female,1986,The average
Learner 1301,United Kingdom,Male,1986,Incomplete Higher Education
Learner 1307,United States,Female,1986,Incomplete Higher Education
Learner 1326,United Kingdom,Male,1986,Incomplete Higher Education
Learner 1335,Australia,Male,1986,Incomplete Higher Education
Learner 1345,United Kingdom,Female,1986,Incomplete Secondary
Learner 1350,United Kingdom,Male,1986,Incomplete Secondary
Learner 1363,United Kingdom,Female,1986,The average
Learner 1372,United Kingdom,Female,1986,Incomplete Secondary
Learner 1373,Canada,Male,1986,Incomplete Secondary
Learner 1382,Australia,Female,1986,Incomplete Higher Education
Learner 1384,Canada,Female,1986,Incomplete Higher Education
Learner 1387,Canada,Male,1986,Incomplete Higher Education
Learner 1408,United States,Female,1986,Incomplete Higher Education
Learner 1443,United Kingdom,Female,1986,Incomplete Secondary
Learner 1445,United Kingdom,Female,1986,The average
Learner 1450,Canada,Female,1986,Incomplete Higher Education
Learner 1459,United States,Male,1986,Incomplete Secondary
Learner 1460,Australia,Female,1986,Incomplete Higher Education
Learner 1461,United States,Female,1986,Incomplete Secondary
Learner 1478,Australia,Female,1986,Incomplete Secondary
Learner 1486,Canada,Female,1986,The average
Learner 1489,United States,Male,1986,Incomplete Secondary
